Framework,Lot,Supplier,Customer,For_Month,Product_Service_Description,Total_Charge
G-Cloud Services II,3,IKEN BUSINESS LTD,London Borough of Hillingdon,2013-03-01l,Project Management,550
G-Cloud Services II,3,IKEN BUSINESS LTD,London Borough of Hillingdon,2013-04-01l,Consultancy - installation,1100
G-Cloud Services II,3,IKEN BUSINESS LTD,London Borough of Hillingdon,2013-04-01l,Consultancy - data configuration,2200
G-Cloud Services II,3,IKEN BUSINESS LTD,Wiltshire Council,2013-06-01l,Expenses,40.92
G-Cloud Services II,3,IKEN BUSINESS LTD,Wiltshire Council,2013-04-01l,Iken Case Management and Time Recording initial licence fee,48500
G-Cloud Services II,3,IKEN BUSINESS LTD,Wiltshire Council,2013-08-01l,Consultancy - Data Migration,2000
G-Cloud Services II,3,IKEN BUSINESS LTD,Wiltshire Council,2013-08-01l,Consultancy - Database Configuration,1000
G-Cloud Services II,3,IKEN BUSINESS LTD,London Borough of Hillingdon,2013-08-01l,Consultancy - Workflow training,1080
G-Cloud Services II,3,IKEN BUSINESS LTD,London Borough of Hillingdon,2013-08-01l,Expenses,259.62
G-Cloud Services II,3,IKEN BUSINESS LTD,Dacorum Borough Council,2013-08-01l,Iken Case Management and Time Recording initial fee,11600
G-Cloud Services II,3,IKEN BUSINESS LTD,Dacorum Borough Council,2013-08-01l,Iken Court Bundling Initial fee,2500
G-Cloud Services II,3,IKEN BUSINESS LTD,Dacorum Borough Council,2013-08-01l,Iken Local Government Reports Suite initial fee,1860
G-Cloud Services II,3,IKEN BUSINESS LTD,Hampshire Constabulary,2013-08-01l,iken Case Management and Time Recording Annual Fee for year 2,2816
G-Cloud Services II,3,IKEN BUSINESS LTD,Hampshire Constabulary,2013-08-01l,Iken Court Bundling Annual Fee for year 2,600
G-Cloud Services II,3,IKEN BUSINESS LTD,Hampshire Constabulary,2013-08-01l,Iken MI Annual Fee for year 2,600
G-Cloud Services II,3,IKEN BUSINESS LTD,Hampshire Constabulary,2013-08-01l,Expenses,710.05
G-Cloud Services II,4,i2N,Ministry of Justice,2013-09-01l,SFIA Consultancy,122600
G-Cloud Services II,4,IBM United Kingdom Ltd,Home Office,2013-09-01l,Single Caseworking process (Milestone SCP5),30466
G-Cloud Services II,4,IBM United Kingdom Ltd,Home Office,2013-09-01l,Milestone SCP4,181477
G-Cloud Services II,4,IBM United Kingdom Ltd,Home Office,2013-09-01l,Maintenance Release ( Milestone MR4),329754
G-Cloud Services II,3,IKEN BUSINESS LTD,Wiltshire Council,2013-09-01l,Consultancy - Database configuration,500
G-Cloud Services II,3,IKEN BUSINESS LTD,Wiltshire Council,2013-09-01l,Consultancy - Installation,2500
G-Cloud Services II,3,IKEN BUSINESS LTD,Wiltshire Council,2013-09-01l,Consultancy - Stage 1 Training,10000
G-Cloud Services II,3,IKEN BUSINESS LTD,Wiltshire Council,2013-09-01l,Consultancy - Project Management,1000
G-Cloud Services II,3,IKEN BUSINESS LTD,Wiltshire Council,2013-09-01l,Expenses,30.66
G-Cloud III,4,Detica Ltd,Ministry of Justice,2013-09-01l,MoJ Managed IA Service,161166.67
G-Cloud III,2,Epimorphics Ltd.,Cabinet Office,2013-09-01l,Epimorphics Linked Data Publishing Platform,12000
G-Cloud III,4,IndigoBlue Consulting Limited,British Council,2013-07-01l,Consultancy,25000
G-Cloud III,4,Info-Assure,Department for Education,2013-08-01l,IT Security,2700
G-Cloud III,4,Info-Assure,Food Standards Agency,2013-08-01l,IT Security,1800
G-Cloud III,4,Info-Assure,Department for Environment Food And Rural Affairs,2013-08-01l,IT Security,1572.75
G-Cloud III,4,Info-Assure,Department for Environment Food And Rural Affairs,2013-08-01l,IT Security,78.5
G-Cloud III,4,Info-Assure,FCO Services,2013-08-01l,IT Security,177.5
G-Cloud III,4,Info-Assure,FCO Services,2013-08-01l,IT Security,3600
G-Cloud III,4,Info-Assure,FCO Services,2013-08-01l,IT Security,90
G-Cloud III,4,Info-Assure,Northumbria Probation Trust,2013-08-01l,IT Security,187.5
G-Cloud Services II,4,Info-Assure,Cabinet Office,2013-01-01l,Penetration testing and CHECK ITHC services,3080
G-Cloud Services II,4,Info-Assure,Cabinet Office,2013-02-01l,HMG Controls Tool,2520
G-Cloud Services II,4,Info-Assure,Cabinet Office,2013-03-01l,ERTP FTPS,91.9
G-Cloud Services II,4,Info-Assure,Cabinet Office,2013-03-01l,ERTP FTPS,720
G-Cloud Services II,4,Info-Assure,Care Quality Commission,2013-02-01l,IT Health Check,4320
G-Cloud Services II,4,Info-Assure,Care Quality Commission,2013-03-01l,The Club CQC,720
G-Cloud Services II,4,Info-Assure,Department Of Education,2013-04-01l,DFE DAS Decommissioning- expenses,37.5
G-Cloud Services II,4,Info-Assure,Department Of Education,2013-04-01l,DFE DAS Decommissioning,700
G-Cloud Services II,4,Info-Assure,Cabinet Office,2013-05-01l,Project / Programme Management,3780
G-Cloud Services II,4,Info-Assure,Home Office,2013-05-01l,Project / Programme Management,3496.5
G-Cloud Services II,4,Info-Assure,Cabinet Office,2013-07-01l,IT Security,720
G-Cloud Services II,4,Info-Assure,Department for Education,2013-07-01l,IT Security,4550
G-Cloud Services II,4,Info-Assure,Department for Education,2013-07-01l,IT Security,248.57
G-Cloud Services II,4,Info-Assure,Department for Education,2013-07-01l,IT Security,174.75
G-Cloud Services II,4,Info-Assure,Department for Education,2013-07-01l,IT Security,4368.75
G-Cloud Services II,4,Info-Assure,Department for Education,2013-07-01l,IT Security,428.75
G-Cloud Services II,4,Info-Assure,Home Office,2013-07-01l,IT Security,5250
G-Cloud Services II,4,Info-Assure,Home Office,2013-07-01l,IT Security,4860
G-Cloud Services II,4,Info-Assure,Lancashire Probation Trust,2013-07-01l,IT Security,525
G-Cloud Services II,4,Info-Assure,Ministry of Justice,2013-07-01l,IT Security,7000
G-Cloud Services II,4,Info-Assure,Serious Organised Crime Agency,2013-07-01l,IT Security,4900
G-Cloud Services II,4,Info-Assure,Lancashire Probation Trust,2013-01-01l,Penetration testing and CHECK ITHC and CLAS services,1897.6
G-Cloud Services II,4,Info-Assure,Lancashire Probation Trust,2013-02-01l,Specialist HMG Security services,1225
G-Cloud Services II,4,Info-Assure,Lancashire Probation Trust,2013-03-01l,CHECK,6480
G-Cloud Services II,4,Info-Assure,Lancashire Probation Trust,2013-03-01l,CLAS,20825
G-Cloud Services II,4,Info-Assure,Department for Education,2013-06-01l,IT Security,5950
G-Cloud Services II,4,Info-Assure,Department for Education,2013-06-01l,IT Security,427.11
G-Cloud Services II,4,Info-Assure,Department for Education,2013-06-01l,IT Security,6291
G-Cloud Services II,4,Info-Assure,Department for Education,2013-06-01l,IT Security,371.25
G-Cloud Services II,4,Info-Assure,Lancashire Probation Trust,2013-06-01l,IT Security,175
G-Cloud Services II,4,Info-Assure,Home Office,2013-06-01l,IT Security,777
G-Cloud Services II,4,Info-Assure,Serious Organised Crime Agency,2013-06-01l,IT Security,3780
G-Cloud Services II,4,Info-Assure,Home Office,2013-06-01l,IT Security,1750
G-Cloud Services II,4,Info-Assure,Ministry of Justice,2013-06-01l,IT Security,5600
G-Cloud Services II,4,Info-Assure,Home Office,2013-08-01l,IT Security,5250
G-Cloud Services II,4,Info-Assure,Ministry of Justice,2013-08-01l,IT Security,4200
G-Cloud Services II,4,Info-Assure,Lancashire Probation Trust,2013-08-01l,IT Security,175
G-Cloud Services II,4,Info-Assure,Department for Education,2013-08-01l,IT Security,2970.75
G-Cloud Services II,4,Info-Assure,Northumbria Probation Trust,2013-08-01l,IT Security,187.5
G-Cloud Services II,3,IKEN BUSINESS LTD,London Borough of Hillingdon Council,2013-09-01l,Consultancy - Project Management,540
G-Cloud Services II,3,IKEN BUSINESS LTD,London Borough of Enfield Council,2013-09-01l,Consultancy - Data migration,1500
G-Cloud Services II,3,IKEN BUSINESS LTD,London Borough of Enfield Council,2013-09-01l,Consultancy - Database configuration,750
G-Cloud Services II,3,IKEN BUSINESS LTD,London Borough of Enfield Council,2013-09-01l,Consultancy - Project Management,1500
G-Cloud Services II,4,Info-Assure,Home Office,2013-09-01l,IT Security,6475
G-Cloud Services II,4,Info-Assure,Ministry of Justice,2013-09-01l,IT Security,5600
G-Cloud III,4,ESRI (UK) Ltd,Department For Communities And Local Government,2013-09-01l,Professional Services - Consultancy,9600
G-Cloud III,4,ESRI (UK) Ltd,Maritime and Coastguard Agency,2013-09-01l,Professional Services - Consultancy,29760
G-Cloud III,4,ESRI (UK) Ltd,Maritime and Coastguard Agency,2013-09-01l,Professional Services - Consultancy,144
G-Cloud III,4,ESRI (UK) Ltd,Department For Communities And Local Government,2013-09-01l,Professional Services - Consultancy,7680
G-Cloud III,4,FDM Group,National Audit Office,2013-09-01l,.net development services,1350
G-Cloud III,4,FDM Group,National Audit Office,2013-09-01l,.net development services,810
G-Cloud III,4,FDM Group,National Audit Office,2013-09-01l,.net development services,1080
G-Cloud III,4,Geospatial Cooperatief U.A.,HS2 Ltd.,2013-09-01l,Agile Development Services for the integration of HS2 Information Management System,55521.88
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Citrix Architect,11070.38
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Project Manager,275.25
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Project Manager ,1880.88
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Citrix Architect,11070.38
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Citrix SME,23000
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Microsoft SME,747.5
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Project Manager,3303
G-Cloud Services II,4,In-Form Consult Ltd,St Helens and Knowsley NHS Trust,2013-02-01l,SharePoint Services,11900
G-Cloud III,4,Information Assurance Consulting Services LLP,Youth Justice Board for England and Wales,2013-06-01l,IT Operational Security Management Service,3600
G-Cloud III,4,Information Assurance Consulting Services LLP,Youth Justice Board for England and Wales,2013-07-01l,RMADS Work Package,10500
G-Cloud III,4,Information Assurance Consulting Services LLP,Youth Justice Board for England and Wales,2013-07-01l,IT Operational Security Management Service,8400
G-Cloud III,4,Information Assurance Consulting Services LLP,Youth Justice Board for England and Wales,2013-08-01l,IT Operational Security Management Service,8400
G-Cloud III,4,Information Assurance Consulting Services LLP,Youth Justice Board for England and Wales,2013-08-01l,ITHC Engagement Management,500
G-Cloud III,4,Information Assurance Consulting Services LLP,Youth Justice Board for England and Wales,2013-08-01l,CHECK ITHC,8500
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Project Manager,5514.18
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Project Manager ,-1146.88
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Project Manager,963.38
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Citrix Architect ,6266.25
G-Cloud Services II,3,INFORMED SOLUTIONS LTD,Cabinet Office,2013-03-01l,Informed consult platform licence - 1 month March,1500
G-Cloud Services II,3,INFORMED SOLUTIONS LTD,Cabinet Office,2013-03-01l,Platform configuration feb and March,22600
G-Cloud Services II,3,INFORMED SOLUTIONS LTD,Cabinet Office,2013-04-01l,InformedCONSULT,-10500
G-Cloud Services II,3,INFORMED SOLUTIONS LTD,Cabinet Office,2013-04-01l,WMP,2800
G-Cloud Services II,3,INFORMED SOLUTIONS LTD,Cabinet Office,2013-04-01l,InformedCONSULT,4500
G-Cloud Services II,3,INFORMED SOLUTIONS LTD,Cabinet Office,2013-04-01l,InformedCONSULT,10500
G-Cloud Services II,3,INFORMED SOLUTIONS LTD,Cabinet Office,2013-05-01l,Service Analytics,6000
G-Cloud Services II,3,INFORMED SOLUTIONS LTD,Cabinet Office,2013-05-01l,Service Analytics,13400
G-Cloud III,3,INOVEM LTD,DWP procurement,2013-06-01l,16 Kahootz (IL2) users,1875
G-Cloud III,3,INOVEM LTD,Houses of Parliament,2013-06-01l,12 Kahootz (IL2) users,1440
G-Cloud III,3,INOVEM LTD,NHS Central Southern CSU,2013-06-01l,1000 Kahootz IL2 users (part 1),2930
G-Cloud III,3,INOVEM LTD,NHS Central Southern CSU,2013-06-01l,1000 Kahootz IL2 users (part 2),12150
G-Cloud III,3,INOVEM LTD,Cabinet Office,2013-07-01l,On-site Consultancy,750
G-Cloud III,3,INOVEM LTD,Cabinet Office,2013-07-01l,250 Kahootz (IL2) users,10300
G-Cloud III,3,INOVEM LTD,Ministry of Justice,2013-08-01l,157 Kahootz (IL2) users,7510
G-Cloud Services II,3,INOVEM LTD,Derry City Council,2013-04-01l,INOVEM Collaborate (IL2) aka Kahootz,4950
G-Cloud Services II,3,Inovem Ltd,Havant Borough Council,2013-01-01l,INOVEM Collaborate (IL2) aka Kahootz,600
G-Cloud Services II,3,Inovem Ltd,Havant Borough Council,2013-02-01l,INOVEM Collaborate (IL2) aka Kahootz,533.33
G-Cloud Services II,3,Inovem Ltd,Havant Borough Council,2013-03-01l,INOVEM Collaborate (IL2) aka Kahootz,303.33
G-Cloud Services II,3,Inovem Ltd,HM Prison Service Shared Services,2012-12-01l,INOVEM Collaborate (IL2),1530
G-Cloud Services II,3,Inovem Ltd,HM Prison Service Shared Services,2013-01-01l,INOVEM Collaborate (IL2) aka Kahootz,1530
G-Cloud Services II,3,Inovem Ltd,HM Prison Service Shared Services,2013-02-01l,INOVEM Collaborate (IL2) aka Kahootz,1530
G-Cloud Services II,3,INOVEM LTD,Havant Borough Council,2013-05-01l,INOVEM Collaborate (IL2) a.k.a. Kahootz,112.5
G-Cloud Services II,3,Inovem Ltd,Invest Northern Ireland,2013-02-01l,INOVEM Collaborate (IL2) aka Kahootz,2550
G-Cloud Services II,3,Inovem Ltd,NHS Oxfordshire,2012-12-01l,INOVEM Collaborate (IL2),900
G-Cloudi,3,Inovem Ltd,Oxfordshire PCT,2012-05-01l,INOVEM Collaborate (IL0),10800
G-Cloudi,3,Inovem Ltd,Devon County Council,2012-08-01l,INOVEM Collaborate (aka Kahootz),3450
G-Cloudi,3,Inovem Ltd,The Royal Marsden NHS Foundation Trust,2012-08-01l,INOVEM Collaborate (aka Kahootz),14300
G-Cloudi,3,Inovem Ltd,Department for Work And Pensions,2012-10-01l,INOVEM Collaborate (aka Kahootz),5225
G-Cloudi,3,Inovem Ltd,Devon County Council,2012-10-01l,INOVEM Collaborate (aka Kahootz),1125
G-Cloudi,3,Inovem Ltd,Havant Borough Council,2012-10-01l,INOVEM Collaborate (aka Kahootz),3800
G-Cloudi,3,Inovem Ltd,HM Prison Service Shared Services,2012-10-01l,INOVEM Collaborate (aka Kahootz),1677.9
G-Cloudi,3,Inovem Ltd,Oxfordshire PCT,2012-10-01l,INOVEM Collaborate (aka Kahootz),5650
G-Cloudi,3,Inovem Ltd,HM Prison Service Shared Services,2012-11-01l,INOVEM Collaborate (IL2),880
G-Cloudi,3,Inovem Ltd,HM Prison Service Shared Services,2013-03-01l,INOVEM Collaborate (IL2) aka Kahootz,2250
G-Cloudi,3,INOVEM LTD,HM Prison Service Shared Services,2013-04-01l,INOVEM Collaborate (IL2) aka Kahootz,2250
G-Cloudi,3,INOVEM LTD,HM Prison Service Shared Services,2013-05-01l,INOVEM Collaborate (IL2) aka Kahootz,2250
G-Cloudi,3,INOVEM LTD,The Royal Marsden NHS Foundation Trust,2013-05-01l,INOVEM Collaborate (IL2) aka Kahootz,500
G-Cloudi,3,INOVEM LTD,HM Prison Service Shared Services,2013-06-01l,monthly fee for 900 Kahootz (IL2) users,2250
G-Cloudi,3,INOVEM LTD,Royal Marsden NHS Foundation Trust,2013-06-01l,100 additional Kahootz (IL2) users,500
G-Cloudi,3,INOVEM LTD,Royal Marsden NHS Foundation Trust,2013-06-01l,250 additional Kahootz (IL2) users,1920
G-Cloudi,3,INOVEM LTD,HM Prison Service Shared Services,2013-07-01l,monthly fee for 900 Kahootz (IL2) users,2250
G-Cloudi,3,INOVEM LTD,HM Prison Service Shared Services,2013-08-01l,monthly fee for Kahootz (IL2),1602.1
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-06-01l,Business Change Transition Service,9442.5
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-06-01l,ICT Commissioning and Supplier Relationship Management,6703.13
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-05-01l,ICT commissioning and supplier relationship management,7656.25
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-05-01l,Commercial technology support to Customer and Process Programme,3750
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-05-01l,ICT commissioning and supplier relationship management,8906.25
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-07-01l,ICT Commissioning and Supplier Relationship Management Phase 2,20312.5
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-07-01l,Business Change Transition Service,37700
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-08-01l,Phase 1  Business Transition service,6800
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-08-01l,Implementation and Transition of Cloud Based IT Service Delivery,6250
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-08-01l,Project Specification and Selection,4375
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-08-01l,Business change transition service,15062.5
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-08-01l,ICT Commissioning and Supplier Relationship Management,6906.24
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-08-01l,Support provided by INPROC,5462.5
G-Cloud Services II,4,InProc Ltd,Bristol City Council,2013-05-01l,Commercial Management,28125
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-05-01l,ICT commissioning and supplier relationship management,7656.25
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-05-01l,Commercial technology support to Customer and Process Programme,3750
G-Cloud III,4,InProc Ltd,Bristol City Council,2013-05-01l,ICT commissioning and supplier relationship management,8906.25
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Citrix SME ,21160
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Citrix SME,9027.5
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Citrix SME ,7360
G-Cloud III,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01l,Microsoft SME ,7015
G-Cloud III,3,INTECHNOLOGY PLC,East Lancashire Hospitals NHS Trust,2013-05-01l,Hosted eHealth Service,129972
G-Cloud III,1,INTECHNOLOGY PLC,Health and Social Care Information Centre,2013-08-01l,IaaS,9500
G-Cloud III,1,INTECHNOLOGY PLC,Health and Social Care Information Centre,2013-08-01l,IaaS,9300
G-Cloud III,3,INTECHNOLOGY PLC,Bridgewater Community Healthcare NHS Trust,2013-08-01l,Hosted eHealth Service,7547
G-Cloud III,3,INTECHNOLOGY PLC,Bridgewater Community Healthcare NHS Trust,2013-08-01l,Hosted eHealth Service,7547
G-Cloud III,3,INTECHNOLOGY PLC,Bridgewater Community Healthcare NHS Trust,2013-08-01l,Hosted eHealth Service,7547
G-Cloud III,3,INTECHNOLOGY PLC,Bridgewater Community Healthcare NHS Trust,2013-08-01l,Hosted eHealth Service,7547
G-Cloud III,3,INTECHNOLOGY PLC,Bridgewater Community Healthcare NHS Trust,2013-08-01l,Hosted eHealth Service,7547
G-Cloud III,3,INTECHNOLOGY PLC,Bridgewater Community Healthcare NHS Trust,2013-08-01l,Hosted eHealth Service,7547
G-Cloud Services II,3,INTECHNOLOGY PLC,County Durham and Darlington NHS Foundation Trust,2012-11-01l,Internet scraping with behavioual algorithms to measure emotional trending,45925
