ID,Framework,LotDescription,SupplierName,CustomerName,ReturnMonth,ProjectNameAndDescription,EvidencedSpend,Sector,SMEorLarge
3427,G-Cloud,4,CADENCE PARTNERSHIP LLP,Natural England,2013-09-01,SCS,1017.5625,Central Government,SME
3428,G-Cloud,4,CADENCE PARTNERSHIP LLP,Department for Environment Food And Rural Affairs,2013-09-01,SCS,12285,Central Government,SME
3429,G-Cloud,4,CADENCE PARTNERSHIP LLP,Natural England,2013-09-01,SCS,11900,Central Government,SME
3430,G-Cloud,4,Steria Ltd,Scottish Enterprise,2013-09-01,SE Steria DOCHUB Project,22025,Devolved Administrations,Large
3431,G-Cloud,4,INTELLIGENT CONSULTING SERVICES LIMITED,Ministry of Justice,2013-09-01,Security Architecture Support,33000,Central Government,SME
3432,G-Cloud,4,BJSS LTD,City and Hackney Pct Com,2013-09-01,Senior Developer,9775,Health,Large
3433,G-Cloud,4,BJSS LTD,Foreign And Commonwealth Office,2013-09-01,September Fees,141225,Central Government,Large
3434,G-Cloud,4,BJSS LTD,Health Education England,2013-09-01,September Fees,136777.875,Health,Large
3435,G-Cloud,4,Alpine Resourcing Limited,Ministry of Justice,2013-09-01,Service Delivery for Y2A National Portal Roll Out Programme,84897.24,Central Government,SME
3436,G-Cloud,4,Acuma Solutions Limited,Home Office,2013-09-01,Service Integration,83212.95,Central Government,Large
3437,G-Cloud,4,Acuma Solutions Limited,Home Office,2013-09-01,Service Integration,169636.86,Central Government,Large
3438,G-Cloud,4,Acuma Solutions Limited,Home Office,2013-09-01,Service Integration,196711,Central Government,Large
3439,G-Cloud,4,Mozaic-Services Ltd,Home Office,2013-09-01,Service Integration Project Manager,23940,Central Government,SME
3440,G-Cloud,4,Channel 3 Consulting LTD,Home Office,2013-09-01,Service Management,13650,Central Government,SME
3441,G-Cloud,4,I2N LTD,Ministry of Justice,2013-09-01,SFIA Consultancy,122600,Central Government,SME
3442,G-Cloud,4,SFW Ltd,Homes and Communities Agency,2013-09-01,SFW Agile Development Services,7910,Central Government,SME
3443,G-Cloud,4,SFW Ltd,Homes and Communities Agency,2013-09-01,SFW Agile Development Services,12431.55,Central Government,SME
3444,G-Cloud,4,SFW Ltd,Homes and Communities Agency,2013-09-01,SFW Agile Development Services,5689.55,Central Government,SME
3445,G-Cloud,4,SFW Ltd,Homes and Communities Agency,2013-09-01,SFW Agile Development Services,1030.25,Central Government,SME
3446,G-Cloud,4,IT Works Recruitment Ltd,HM Treasury,2013-09-01,Sharepoint Developer,5000,Central Government,SME
3447,G-Cloud,4,IT Works Recruitment Ltd,HM Treasury,2013-09-01,Sharepoint Developer,5000,Central Government,SME
3448,G-Cloud,4,IBM United Kingdom Ltd,Home Office,2013-09-01,Single Caseworking process (Milestone SCP5) From 03/08/2013 to 23/08/2013,30466,Central Government,Large
3449,G-Cloud,4,Channel 3 Consulting LTD,Home Office,2013-09-01,Software Asset Management,9000,Central Government,SME
3450,G-Cloud,4,Channel 3 Consulting LTD,Home Office,2013-09-01,Software Asset Management,4500,Central Government,SME
3451,G-Cloud,4,Surevine Ltd,Cabinet Office,2013-09-01,Software Engineering for CISP,1012,Central Government,SME
3452,G-Cloud,4,Surevine Ltd,Cabinet Office,2013-09-01,Software Engineering for CISP,7000,Central Government,SME
3453,G-Cloud,4,Surevine Ltd,Cabinet Office,2013-09-01,Software Engineering for CISP,90616.55,Central Government,SME
3454,G-Cloud,4,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-09-01,SOLUTION DEVELOPMENT & IMPLEMENTATION L4,1300,Central Government,Large
3455,G-Cloud,4,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-09-01,SOLUTION DEVELOPMENT & IMPLEMENTATION L5,9000,Central Government,Large
3456,G-Cloud,4,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-09-01,SOLUTION DEVELOPMENT & IMPLEMENTATION L5,3750,Central Government,Large
3457,G-Cloud,4,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-09-01,SOLUTION DEVELOPMENT & IMPLEMENTATION L5,7500,Central Government,Large
3458,G-Cloud,4,Computing Distribution Group Ltd,Cell Therapy Catapult,2013-09-01,Specialist Resource,13500,Health,SME
3459,G-Cloud,4,Purple Tuesday Limited,ConstructionSkills,2013-09-01,Spreadsheet development as specified,1350,Central Government,SME
3460,G-Cloud,4,BJSS LTD,Health Research Authority,2013-09-01,Sprint 0,238500,Health,Large
3461,G-Cloud,4,BJSS LTD,Health Research Authority,2013-09-01,Sprint 0 & 1,17514,Health,Large
3462,G-Cloud,4,SQUIZ UK LTD,Creative Scotland,2013-09-01,Squiz Private Cloud Hosting,20000,Devolved Administrations,Large
3463,G-Cloud,4,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-09-01,STRATEGY & ARCHITECTURE L6,4052,Central Government,Large
3464,G-Cloud,4,Affinity Digital (Tech) Ltd,Cabinet Office,2013-09-01,Support & maintenance,3555,Central Government,SME
3465,G-Cloud,4,Optevia,HS2 Ltd.,2013-09-01,Support for Microsoft CRM Solution,1650,Central Government,SME
3466,G-Cloud,4,Bit Zesty,Cabinet Office,2013-09-01,Technical Architect,200,Central Government,SME
3467,G-Cloud,4,Solirius Ltd,Ministry of Justice,2013-09-01,Technical Architecture Support,44275,Central Government,SME
3468,G-Cloud,4,BJSS LTD,Foreign And Commonwealth Office,2013-09-01,Technical Project Manager,61750,Central Government,Large
3469,G-Cloud,4,BJSS LTD,Foreign And Commonwealth Office,2013-09-01,Tehnical Architect,64125,Central Government,Large
3470,G-Cloud,4,Acuma Solutions Limited,Home Office,2013-09-01,Testing & Live Support,64636,Central Government,Large
3471,G-Cloud,4,Deltascheme Ltd,National Audit Office,2013-09-01,The provision of SharePoint Technical Services to assist with the delivery of a working SharePoint 2013 prototype environment,5454.9,Central Government,SME
3472,G-Cloud,4,Mozaic-Services Ltd,Home Office,2013-09-01,Tooling Lead,1020,Central Government,SME
3473,G-Cloud,4,Mozaic-Services Ltd,Home Office,2013-09-01,Tooling Lead,15300,Central Government,SME
3474,G-Cloud,4,Nameless Media Group Ltd,Home Office,2013-09-01,Usability and Accessibility Testing,36900,Central Government,SME
3475,G-Cloud,4,TMI SYSTEMS LTD,London Borough of Harrow Council,2013-09-01,Verto support,6750,Local Government,SME
3476,G-Cloud,4,Steria Ltd,Home Office,2013-09-01,Website Hosting Management,47173.33,Central Government,Large
3477,G-Cloud,4,Steria Ltd,Home Office,2013-09-01,Website Hosting Management: Home Office Purchase Order No: 7233206,1540,Central Government,Large
3478,G-Cloud,4,4C Strategies Ltd,University of Stirling,2013-09-01,Wireless Procurement,6240,Devolved Administrations,SME
3479,G-Cloud,4,Auriga Consulting Ltd,Department for Education,2013-09-01,Work on the PSN Transition Project,12960,Central Government,SME
3480,G-Cloud,1,MDS TECHNOLOGIES LTD,Rural Payments Agency,2013-10-01,CaaS Bridge AV and Data Transfer,5217.72,Central Government,SME
3481,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,14057.89,Central Government,Large
3482,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,8198.4,Central Government,Large
3483,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,21554.24,Central Government,Large
3484,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,11544.1,Central Government,Large
3485,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,10281.6,Central Government,Large
3486,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,54.48,Central Government,Large
3487,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,7837.2,Central Government,Large
3488,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,28316.2,Central Government,Large
3489,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,3695.01,Central Government,Large
3490,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,16554.98,Central Government,Large
3491,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,11550,Central Government,Large
3492,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,15085.6,Central Government,Large
3493,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,1344,Central Government,Large
3494,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,9607,Central Government,Large
3495,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,12230.4,Central Government,Large
3496,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,9475.2,Central Government,Large
3497,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,11528.4,Central Government,Large
3498,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,53760,Central Government,Large
3499,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,12385.5,Central Government,Large
3500,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,50496.17,Central Government,Large
3501,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2013-10-01,2,9072,Central Government,Large
3502,G-Cloud,1,SEQUENCE COLLECTIVE LTD,Cabinet Office,2013-10-01,Cloud based hosting services,3237,Central Government,SME
3503,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,House of Commons,2013-10-01,Compute,988.48,Central Government,SME
3504,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Home Office,2013-10-01,Compute,7616.37,Central Government,SME
3505,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Ministry of Defence,2013-10-01,Compute,394.97,Central Government,SME
3506,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Vehicle and Operator Services Agency,2013-10-01,Compute,937.15,Central Government,SME
3507,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,HM Revenue and Customs,2013-10-01,Compute,40954.62,Central Government,SME
3508,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Crown Commercial Service,2013-10-01,Compute,15019.82,Central Government,SME
3509,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,HM Revenue and Customs,2013-10-01,Compute,39.17,Central Government,SME
3510,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Department for Work And Pensions,2013-10-01,Compute,837.61,Central Government,SME
3511,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Driver and Vehicle Licensing Agency,2013-10-01,Compute,5834.85,Central Government,SME
3512,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Crown Commercial Service,2013-10-01,Compute,88147.83,Central Government,SME
3513,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS West and South Yorkshire and Bassetlaw CSU,2013-10-01,Compute,1040,Health,Large
3514,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS West and South Yorkshire and Bassetlaw CSU,2013-10-01,Compute,270,Health,Large
3515,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS West and South Yorkshire and Bassetlaw CSU,2013-10-01,Compute,158,Health,Large
3516,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS West and South Yorkshire and Bassetlaw CSU,2013-10-01,Compute,14,Health,Large
3517,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS West and South Yorkshire and Bassetlaw CSU,2013-10-01,Compute,2000,Health,Large
3518,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS West and South Yorkshire and Bassetlaw CSU,2013-10-01,Compute,105,Health,Large
3519,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS West and South Yorkshire and Bassetlaw CSU,2013-10-01,Compute,224.78,Health,Large
3520,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS West and South Yorkshire and Bassetlaw CSU,2013-10-01,Compute,2124,Health,Large
3521,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS West and South Yorkshire and Bassetlaw CSU,2013-10-01,Compute,190,Health,Large
3522,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-10-01,Compute,330,Central Government,Large
3523,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-10-01,Compute,53.2,Central Government,Large
3524,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-10-01,Compute,1480,Central Government,Large
3525,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-10-01,Compute,2880,Central Government,Large
3526,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-10-01,Compute,78,Central Government,Large
3527,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-10-01,Compute,506.84,Central Government,Large
3528,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-10-01,Compute,8280,Central Government,Large
3529,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-10-01,Compute,4454,Central Government,Large
3530,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-10-01,Compute,7568,Central Government,Large
3531,G-Cloud,1,Dell Corporation Ltd,Strathclyde Fire and Rescue Service,2013-10-01,Dell V Cloud Reserved Capacity,2469,Devolved Administrations,Large
3532,G-Cloud,1,INTECHNOLOGY PLC,Health and Social Care Information Centre,2013-10-01,IaaS,9300,Health,SME
3533,G-Cloud,1,INTECHNOLOGY PLC,Health and Social Care Information Centre,2013-10-01,IaaS,9500,Health,SME
3534,G-Cloud,1,INTECHNOLOGY PLC,Health and Social Care Information Centre,2013-10-01,IaaS,9300,Health,SME
3535,G-Cloud,1,INTECHNOLOGY PLC,Health and Social Care Information Centre,2013-10-01,IaaS,900,Health,SME
3536,G-Cloud,1,INTECHNOLOGY PLC,Health and Social Care Information Centre,2013-10-01,IaaS,10440,Health,SME
3537,G-Cloud,1,MEMSET LTD,Cabinet Office,2013-10-01,Memset Dedicated Server,214,Central Government,SME
3538,G-Cloud,1,MEMSET LTD,ESTYN,2013-10-01,Memset Dedicated Server,1567,Devolved Administrations,SME
3539,G-Cloud,1,MEMSET LTD,Home Office,2013-10-01,Memstore™ Cloud Storage,10.41,Central Government,SME
3540,G-Cloud,1,MEMSET LTD,Home Office,2013-10-01,Memstore™ Cloud Storage,10.44,Central Government,SME
3541,G-Cloud,1,MEMSET LTD,Cabinet Office,2013-10-01,Memstore™ Cloud Storage,10.02,Central Government,SME
3542,G-Cloud,1,MEMSET LTD,Cabinet Office,2013-10-01,Miniserver VM® Virtual Server (monthly),71.95,Central Government,SME
3543,G-Cloud,1,MEMSET LTD,Cabinet Office,2013-10-01,Miniserver VM® Virtual Server (monthly),1524.5,Central Government,SME
3544,G-Cloud,1,MEMSET LTD,Home Office,2013-10-01,Miniserver VM® Virtual Server (monthly),743.85,Central Government,SME
3545,G-Cloud,1,MEMSET LTD,ESTYN,2013-10-01,Miniserver VM® Virtual Server (monthly),4208.43,Devolved Administrations,SME
3546,G-Cloud,1,MEMSET LTD,Staffordshire County Council,2013-10-01,Miniserver VM® Virtual Server (monthly),377.85,Local Government,SME
3547,G-Cloud,1,MEMSET LTD,Home Office,2013-10-01,Miniserver VM® Virtual Server (monthly),743.85,Central Government,SME
3548,G-Cloud,1,MEMSET LTD,Home Office,2013-10-01,Miniserver VM® Virtual Server (monthly),752.85,Central Government,SME
3549,G-Cloud,1,MEMSET LTD,Cabinet Office,2013-10-01,Miniserver VM® Virtual Server (monthly),36.95,Central Government,SME
3550,G-Cloud,1,MEMSET LTD,Cabinet Office,2013-10-01,Miniserver VM® Virtual Server (monthly),36.95,Central Government,SME
3551,G-Cloud,1,MEMSET LTD,Cabinet Office,2013-10-01,Miniserver VM® Virtual Server (monthly),36.95,Central Government,SME
3552,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-10-01,Storage,528,Central Government,Large
3553,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-10-01,Storage,1128,Central Government,Large
3554,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2013-10-01,Virtual Data centre Service,138.24,Central Government,Large
3555,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2013-10-01,Virtual Data centre Service,0,Central Government,Large
3556,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2013-10-01,Virtual Data centre Service,0,Central Government,Large
3557,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2013-10-01,Virtual Data centre Service,0,Central Government,Large
3558,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2013-10-01,Virtual Data centre Service,17.76,Central Government,Large
3559,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2013-10-01,Virtual Data centre Service,0,Central Government,Large
3560,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2013-10-01,Virtual Data centre Service,25,Central Government,Large
3561,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2013-10-01,Virtual Data centre Service,194.62,Central Government,Large
3562,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2013-10-01,Virtual Data centre Service,317.04,Central Government,Large
3563,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2013-10-01,Virtual Data centre Service,225,Central Government,Large
3564,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2013-10-01,Virtual Data centre Service,15,Central Government,Large
3565,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2013-10-01,Virtual Data centre Service,0,Central Government,Large
3566,G-Cloud,1,Atos IT Services UK Ltd,Cabinet Office,2013-10-01,Web Application Accelerator (WAA),68.4,Central Government,Large
